Счет;Стратегия;Контракт;Время;Дата;Откр.;Закр.;Время;Лот;Напр.;Маржа;Прибыль;Пункты;Бирж. комис.;Брок. комис.;Вход;Выход;Макс. лот;
7640xt4;QcEu_1210;EuZ0;2020-11-10 10:37:28.007;2020-11-10;10:37:28.007;10:37:28.106;00:00:00.098;15;sell;-120;-140.85;-8;20.85;0;90569;90577;15;
7600711;QcEu_2010_2;EuZ0;2020-11-10 10:37:28.007;2020-11-10;10:37:28.007;10:37:28.106;00:00:00.098;15;sell;-120;-140.85;-8;20.85;0;90569;90577;15;
7600711;VSSi_2610;SiZ0;2020-11-10 10:37:28.039;2020-11-10;10:37:28.039;10:37:28.061;00:00:00.022;2;sell;0;-2.36;0;2.36;0;76556;76556;2;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:37:28.408;2020-11-10;10:37:28.408;10:37:41.645;00:00:13.237;15;sell;-233;-250.7;-15.5333;17.7;0;76558;76573.5;15;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:37:28.762;2020-11-10;10:37:28.762;10:37:28.764;00:00:00.001;2;sell;8;5.64;4;2.36;0;76564;76560;2;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:37:47.368;2020-11-10;10:37:47.368;10:38:07.913;00:00:20.544;15;sell;-195;-212.7;-13;17.7;0;76571;76584;15;
7600711;QcEu_2010_2;EuZ0;2020-11-10 10:37:57.618;2020-11-10;10:37:57.618;10:41:18.475;00:03:20.856;7;sell;88;78.27;12.5714;9.73;0;90612;90599.4;7;
7600112;T5MX_1310;MXZ0;2020-11-10 10:37:58.937;2020-11-10;10:37:58.937;10:49:15.267;00:11:16.329;1;buy;-1025;-1031.57;-41;6.57;0;297375;296350;1;
7640um9;VSYN_2610;YNZ0;2020-11-10 10:38:01.918;2020-11-10;10:38:01.918;10:47:28.932;00:09:27.013;12;sell;199;159.4;16.5833;39.6;0;49889;49872.4;12;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:38:10.806;2020-11-10;10:38:10.806;10:38:11.683;00:00:00.876;15;buy;-296;-313.7;-19.7333;17.7;0;76587.7;76568;14;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:38:11.623;2020-11-10;10:38:11.623;10:40:43.051;00:02:31.428;19;buy;-266;-288.42;-14;22.42;0;76583;76569;19;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:38:11.822;2020-11-10;10:38:11.822;10:38:41.971;00:00:30.148;15;sell;75;57.3;5;17.7;0;76571;76566;13;
7640xt4;FuYN_2610;YNZ0;2020-11-10 10:38:37.819;2020-11-10;10:38:37.819;10:42:00.249;00:03:22.429;2;buy;156;149.4;78;6.6;0;49861;49939;2;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:38:41.972;2020-11-10;10:38:41.972;10:41:02.790;00:02:20.818;23;buy;460;432.86;20;27.14;0;76561;76581;20;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:38:41.984;2020-11-10;10:38:41.984;10:41:02.784;00:02:20.800;16;buy;232;213.12;14.5;18.88;0;76559.2;76573.8;14;
7640um9;VSSP_3107;SPZ0;2020-11-10 10:39:26.390;2020-11-10;10:39:26.390;10:39:30.409;00:00:04.019;2;buy;30;27.14;15;2.86;0;21472;21487;2;
7600711;VSTT_3010;TTZ0;2020-11-10 10:39:40.188;2020-11-10;10:39:40.188;10:40:47.268;00:01:07.079;4;sell;588;575.12;147;12.88;0;48552;48405;4;
7640um9;T5RI_1410;RIZ0;2020-11-10 10:40:04.402;2020-11-10;10:40:04.402;10:41:02.794;00:00:58.392;1;sell;106.10502;101.98502;7;4.12;0;122440;122370;1;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:41:02.784;2020-11-10;10:41:02.784;10:41:07.373;00:00:04.588;19;sell;-798;-820.42;-42;22.42;0;76574;76616;19;
7666tya;DFrdSi_2310_2;SiZ0;2020-11-10 10:41:02.793;2020-11-10;10:41:02.793;10:41:02.847;00:00:00.054;19;sell;-171;-193.42;-9;22.42;0;76585;76594;19;
7600112;DFrdSi_2310_4;SiZ0;2020-11-10 10:41:02.793;2020-11-10;10:41:02.793;10:41:02.847;00:00:00.054;28;sell;-252;-285.04;-9;33.04;0;76585;76594;20;
7640um9;T5RI_1410;RIZ0;2020-11-10 10:41:02.794;2020-11-10;10:41:02.794;10:47:23.119;00:06:20.325;1;buy;-287.99934;-292.11934;-19;4.12;0;122370;122180;1;
7640xt4;QcSi_1409_5_p;SiZ0;2020-11-10 10:41:07.267;2020-11-10;10:41:07.267;10:41:18.472;00:00:11.205;6;sell;-12;-19.08;-2;7.08;0;76616;76618;6;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:41:07.267;2020-11-10;10:41:07.267;10:41:07.378;00:00:00.111;25;sell;75;45.5;3;29.5;0;76615;76612;25;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:41:07.378;2020-11-10;10:41:07.378;10:41:28.751;00:00:21.373;15;buy;345;327.3;23;17.7;0;76612;76635;12;
7640xt4;QcSi_M;SiZ0;2020-11-10 10:41:28.751;2020-11-10;10:41:28.751;10:42:00.174;00:00:31.422;28;sell;1092;1058.96;39;33.04;0;76634;76595;28;
7640xt4;QcSi_1409_5_p;SiZ0;2020-11-10 10:41:28.751;2020-11-10;10:41:28.751;10:41:28.857;00:00:00.105;19;sell;56;33.58;2.94737;22.42;0;76634;76631.1;19;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:41:28.751;2020-11-10;10:41:28.751;10:41:28.817;00:00:00.065;25;sell;-25;-54.5;-1;29.5;0;76633;76634;25;
7600112;ShSi_0709;SiZ0;2020-11-10 10:41:28.796;2020-11-10;10:41:28.796;10:41:28.807;00:00:00.011;15;sell;-60;-77.7;-4;17.7;0;76634;76638;14;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:41:28.796;2020-11-10;10:41:28.796;10:41:41.634;00:00:12.837;15;sell;240;222.3;16;17.7;0;76634;76618;15;
7600112;ShSi_0709;SiZ0;2020-11-10 10:41:35.166;2020-11-10;10:41:35.166;10:41:35.192;00:00:00.026;15;sell;-135;-152.7;-9;17.7;0;76628;76637;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:41:35.166;2020-11-10;10:41:35.166;10:41:41.634;00:00:06.468;19;sell;209;186.58;11;22.42;0;76630;76619;19;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:41:35.167;2020-11-10;10:41:35.167;10:42:00.176;00:00:25.008;23;sell;920;892.86;40;27.14;0;76633;76593;23;
7600711;QcSi_2610;SiZ0;2020-11-10 10:41:35.173;2020-11-10;10:41:35.173;10:41:35.835;00:00:00.662;18;sell;162;140.76;9;21.24;0;76638;76629;18;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:41:35.176;2020-11-10;10:41:35.176;10:41:41.634;00:00:06.458;25;sell;525;495.5;21;29.5;0;76639;76618;25;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:41:41.829;2020-11-10;10:41:41.829;10:41:44.612;00:00:02.782;18;sell;162;140.76;9;21.24;0;76619;76610;18;
7600112;DFrdAF_0911;AFZ0;2020-11-10 10:41:53.505;2020-11-10;10:41:53.505;10:42:01.673;00:00:08.167;48;sell;-397;-417.64;-8.27083;20.64;0;6575;6583.27;48;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:42:05.621;2020-11-10;10:42:05.621;10:42:38.057;00:00:32.435;23;buy;92;64.86;4;27.14;0;76603;76607;23;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:42:05.621;2020-11-10;10:42:05.621;10:42:49.272;00:00:43.651;15;buy;-330;-347.7;-22;17.7;0;76612;76590;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:42:05.621;2020-11-10;10:42:05.621;10:42:08.206;00:00:02.584;19;buy;171;148.58;9;22.42;0;76611;76620;19;
7600112;ShSi_0709;SiZ0;2020-11-10 10:42:34.140;2020-11-10;10:42:34.140;10:42:34.169;00:00:00.028;14;sell;-42;-58.52;-3;16.52;0;76599;76602;14;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:42:46.059;2020-11-10;10:42:46.059;10:44:03.461;00:01:17.402;23;buy;-920;-947.14;-40;27.14;0;76593;76553;23;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:43:02.269;2020-11-10;10:43:02.269;10:43:40.466;00:00:38.197;15;buy;-349;-366.7;-23.2667;17.7;0;76579.3;76556;8;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:43:17.321;2020-11-10;10:43:17.321;10:44:03.461;00:00:46.140;19;buy;-664;-686.42;-34.9474;22.42;0;76591;76556.1;19;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:44:01.756;2020-11-10;10:44:01.756;10:44:03.461;00:00:01.704;15;buy;180;162.3;12;17.7;0;76539;76551;15;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:44:03.461;2020-11-10;10:44:03.461;10:44:03.475;00:00:00.014;25;sell;0;-29.5;0;29.5;0;76550;76550;25;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:44:03.461;2020-11-10;10:44:03.461;10:45:15.940;00:01:12.478;18;sell;-645;-666.24;-35.8333;21.24;0;76557;76592.8;18;
7600711;QcSi_2610;SiZ0;2020-11-10 10:44:03.467;2020-11-10;10:44:03.467;10:44:10.155;00:00:06.687;18;sell;-54;-75.24;-3;21.24;0;76559;76562;17;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:44:03.476;2020-11-10;10:44:03.476;10:44:10.146;00:00:06.670;15;buy;375;357.3;25;17.7;0;76549;76574;15;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:44:03.502;2020-11-10;10:44:03.502;10:44:06.529;00:00:03.027;25;sell;120;90.5;4.8;29.5;0;76558;76553.2;25;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:44:10.146;2020-11-10;10:44:10.146;10:44:21.870;00:00:11.724;25;sell;25;-4.5;1;29.5;0;76573;76572;25;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:44:10.146;2020-11-10;10:44:10.146;10:44:49.040;00:00:38.893;23;sell;92;64.86;4;27.14;0;76576;76572;23;
7640um9;RSSi_2610_2;SiZ0;2020-11-10 10:44:10.146;2020-11-10;10:44:10.146;10:44:10.155;00:00:00.008;19;sell;133;110.58;7;22.42;0;76576;76569;19;
7666tya;RSSi_2610_3;SiZ0;2020-11-10 10:44:10.146;2020-11-10;10:44:10.146;10:44:10.154;00:00:00.007;8;sell;48;38.56;6;9.44;0;76577;76571;8;
7666tya;QcSi_3010_3;SiZ0;2020-11-10 10:44:10.146;2020-11-10;10:44:10.146;10:44:55.565;00:00:45.418;27;sell;405;373.14;15;31.86;0;76576;76561;27;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:44:24.189;2020-11-10;10:44:24.189;10:44:31.709;00:00:07.519;1;sell;12;10.82;12;1.18;0;76586;76574;1;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:44:31.709;2020-11-10;10:44:31.709;10:44:59.042;00:00:27.333;15;buy;-15;-32.7;-1;17.7;0;76574;76573;15;
1S3YN;OSFLOT_0810;FLOT;2020-11-10 10:44:40.000;2020-11-10;10:44:40.000;11:32:11.000;00:47:31.000;168;buy;179.2;140.171032;10.6667;39.028968;0;96.7447;96.8514;76;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:44:59.043;2020-11-10;10:44:59.043;10:45:15.942;00:00:16.898;23;sell;-345;-372.14;-15;27.14;0;76574;76589;23;
7666tya;QcSi_3010_3;SiZ0;2020-11-10 10:44:59.044;2020-11-10;10:44:59.044;10:44:59.097;00:00:00.053;27;sell;-243;-274.86;-9;31.86;0;76575;76584;27;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:44:59.048;2020-11-10;10:44:59.048;10:45:05.319;00:00:06.271;15;sell;-255;-272.7;-17;17.7;0;76581;76598;15;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:45:13.458;2020-11-10;10:45:13.458;10:45:15.940;00:00:02.481;15;sell;210;192.3;14;17.7;0;76606;76592;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:45:15.940;2020-11-10;10:45:15.940;10:45:26.396;00:00:10.456;18;buy;0;-21.24;0;21.24;0;76589;76589;18;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:45:23.962;2020-11-10;10:45:23.962;10:45:26.396;00:00:02.434;15;buy;60;42.3;4;17.7;0;76584;76588;14;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:45:26.396;2020-11-10;10:45:26.396;10:47:10.831;00:01:44.434;23;sell;-115;-142.14;-5;27.14;0;76591;76596;23;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:46:21.232;2020-11-10;10:46:21.232;10:47:08.753;00:00:47.520;15;sell;-270;-287.7;-18;17.7;0;76582;76600;15;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:47:08.753;2020-11-10;10:47:08.753;10:47:28.365;00:00:19.612;15;buy;-421;-438.7;-28.0667;17.7;0;76600;76571.9;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:47:10.298;2020-11-10;10:47:10.298;10:47:28.371;00:00:18.072;15;buy;-300;-317.7;-20;17.7;0;76599;76579;15;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:10.831;2020-11-10;10:47:10.831;10:47:11.024;00:00:00.193;15;buy;30;12.3;2;17.7;0;76596;76598;15;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:11.513;2020-11-10;10:47:11.513;10:47:12.273;00:00:00.760;15;buy;60;42.3;4;17.7;0;76593;76597;15;
7666tya;DFrdSi_2310_2;SiZ0;2020-11-10 10:47:18.059;2020-11-10;10:47:18.059;10:47:23.827;00:00:05.767;18;buy;-270;-291.24;-15;21.24;0;76593;76578;18;
7600112;DFrdSi_2310_4;SiZ0;2020-11-10 10:47:18.059;2020-11-10;10:47:18.059;10:47:23.827;00:00:05.767;27;buy;-405;-436.86;-15;31.86;0;76593;76578;27;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:18.122;2020-11-10;10:47:18.122;10:47:19.090;00:00:00.968;15;buy;-75;-92.7;-5;17.7;0;76591;76586;15;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:47:18.122;2020-11-10;10:47:18.122;10:47:28.365;00:00:10.243;23;buy;-368;-395.14;-16;27.14;0;76592;76576;23;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:19.277;2020-11-10;10:47:19.277;10:47:19.319;00:00:00.042;15;buy;90;72.3;6;17.7;0;76582;76588;15;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:19.567;2020-11-10;10:47:19.567;10:47:23.827;00:00:04.259;15;buy;-45;-62.7;-3;17.7;0;76581;76578;15;
7640um9;T5RI_1410;RIZ0;2020-11-10 10:47:23.119;2020-11-10;10:47:23.119;10:48:05.076;00:00:41.956;1;sell;242.52576;238.40576;16;4.12;0;122180;122020;1;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:47:28.365;2020-11-10;10:47:28.365;10:47:28.481;00:00:00.115;15;sell;-360;-377.7;-24;17.7;0;76573;76597;15;
7666tya;DFrdSi_2310_2;SiZ0;2020-11-10 10:47:28.369;2020-11-10;10:47:28.369;10:47:28.481;00:00:00.111;18;sell;-324;-345.24;-18;21.24;0;76581;76599;18;
7600112;DFrdSi_2310_4;SiZ0;2020-11-10 10:47:28.369;2020-11-10;10:47:28.369;10:47:28.481;00:00:00.111;27;sell;-486;-517.86;-18;31.86;0;76581;76599;27;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:47:28.371;2020-11-10;10:47:28.371;10:47:53.906;00:00:25.535;3;sell;-174;-177.54;-58;3.54;0;76579;76637;3;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:47:28.373;2020-11-10;10:47:28.373;10:47:53.906;00:00:25.532;23;sell;-1196;-1223.14;-52;27.14;0;76584;76636;20;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:28.481;2020-11-10;10:47:28.481;10:47:28.538;00:00:00.057;15;buy;60;42.3;4;17.7;0;76598;76602;15;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:47:28.481;2020-11-10;10:47:28.481;10:47:45.640;00:00:17.159;15;buy;510;492.3;34;17.7;0;76598;76632;15;
7600112;ShSi_0709;SiZ0;2020-11-10 10:47:30.264;2020-11-10;10:47:30.264;10:47:30.443;00:00:00.178;14;buy;98;81.48;7;16.52;0;76610;76617;14;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:47:30.264;2020-11-10;10:47:30.264;10:47:38.515;00:00:08.250;25;buy;250;220.5;10;29.5;0;76612;76622;25;
7600711;QcEu_2010_2;EuZ0;2020-11-10 10:47:30.301;2020-11-10;10:47:30.301;10:47:31.122;00:00:00.821;5;sell;135;128.05;27;6.95;0;90704;90677;5;
7600711;QcEu_2010_2;EuZ0;2020-11-10 10:47:31.122;2020-11-10;10:47:31.122;10:48:19.291;00:00:48.169;15;buy;720;699.15;48;20.85;0;90674;90722;15;
7600112;ZZEu_1410;EuZ0;2020-11-10 10:47:32.321;2020-11-10;10:47:32.321;10:47:36.739;00:00:04.417;32;sell;64;19.52;2;44.48;0;90697;90695;32;
7600112;ZZEu_1410;EuZ0;2020-11-10 10:47:40.651;2020-11-10;10:47:40.651;10:47:53.907;00:00:13.256;33;sell;-693;-738.87;-21;45.87;0;90698;90719;33;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:47:50.872;2020-11-10;10:47:50.872;10:47:53.906;00:00:03.033;25;sell;125;95.5;5;29.5;0;76647;76642;25;
7666tya;DFrdSi_2310_2;SiZ0;2020-11-10 10:47:50.872;2020-11-10;10:47:50.872;10:47:53.906;00:00:03.033;18;sell;108;86.76;6;21.24;0;76647;76641;18;
7600112;DFrdSi_2310_4;SiZ0;2020-11-10 10:47:50.872;2020-11-10;10:47:50.872;10:47:53.906;00:00:03.033;28;sell;168;134.96;6;33.04;0;76647;76641;28;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:47:50.872;2020-11-10;10:47:50.872;10:47:53.906;00:00:03.033;15;sell;60;42.3;4;17.7;0;76644;76640;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:47:53.906;2020-11-10;10:47:53.906;10:48:51.349;00:00:57.442;15;buy;165;147.3;11;17.7;0;76637;76648;15;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:47:53.915;2020-11-10;10:47:53.915;10:49:42.285;00:01:48.369;23;buy;920;892.86;40;27.14;0;76633;76673;22;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:47:53.917;2020-11-10;10:47:53.917;10:48:14.288;00:00:20.371;15;buy;180;162.3;12;17.7;0;76631;76643;15;
7666tya;OSJP_0510;JPZ0;2020-11-10 10:47:56.621;2020-11-10;10:47:56.621;10:55:22.165;00:07:25.544;1;buy;21.6912;20.5212;3;1.17;0;104.96;104.99;1;
7640um9;T5RI_1410;RIZ0;2020-11-10 10:48:05.076;2020-11-10;10:48:05.076;10:57:06.546;00:09:01.470;1;buy;-773.05086;-777.17086;-51;4.12;0;122020;121510;1;
7600112;DFrdYN_3010;YNZ0;2020-11-10 10:48:10.024;2020-11-10;10:48:10.024;10:49:20.257;00:01:10.232;6;buy;-402;-421.8;-67;19.8;0;49835;49768;6;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:48:19.024;2020-11-10;10:48:19.024;10:48:23.142;00:00:04.117;15;sell;225;207.3;15;17.7;0;76639;76624;15;
7600112;VSMT_2610;MTZ0;2020-11-10 10:48:53.537;2020-11-10;10:48:53.537;10:49:38.929;00:00:45.391;10;buy;-580;-601.7;-58;21.7;0;32502;32444;4;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:48:55.500;2020-11-10;10:48:55.500;10:49:10.525;00:00:15.024;15;buy;-117;-134.7;-7.8;17.7;0;76654;76646.2;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:48:55.500;2020-11-10;10:48:55.500;10:49:16.744;00:00:21.243;19;buy;-19;-41.42;-1;22.42;0;76652;76651;19;
7640xt4;VSVB_2110;VBZ0;2020-11-10 10:48:56.334;2020-11-10;10:48:56.334;10:48:56.339;00:00:00.004;120;buy;120;92.4;1;27.6;0;3445;3446;120;
7640um9;DFrdRI_3009;RIZ0;2020-11-10 10:48:59.208;2020-11-10;10:48:59.208;11:06:11.655;00:17:12.447;3;buy;1637.04888;1624.68888;36;12.36;0;121940;122300;3;
7600711;VSTT_2610;TTZ0;2020-11-10 10:49:03.163;2020-11-10;10:49:03.163;10:52:16.940;00:03:13.777;9;buy;-999;-1027.98;-111;28.98;0;48025;47914;9;
7600711;VSTT_3010;TTZ0;2020-11-10 10:49:03.163;2020-11-10;10:49:03.163;10:52:36.565;00:03:33.402;5;buy;135;118.9;27;16.1;0;48025;48052;5;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:49:10.525;2020-11-10;10:49:10.525;10:49:22.793;00:00:12.268;15;sell;-90;-107.7;-6;17.7;0;76642;76648;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:49:22.228;2020-11-10;10:49:22.228;10:49:22.244;00:00:00.016;9;sell;36;25.38;4;10.62;0;76651;76647;9;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:49:22.771;2020-11-10;10:49:22.771;10:49:24.676;00:00:01.904;19;sell;247;224.58;13;22.42;0;76652;76639;19;
7600112;DFrdAF_0911;AFZ0;2020-11-10 10:49:28.128;2020-11-10;10:49:28.128;10:49:28.663;00:00:00.534;30;buy;0;-12.9;0;12.9;0;6490;6490;30;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:49:44.190;2020-11-10;10:49:44.190;10:49:48.272;00:00:04.082;15;sell;-240;-257.7;-16;17.7;0;76676;76692;15;
7640xt4;QcSi_M;SiZ0;2020-11-10 10:49:45.211;2020-11-10;10:49:45.211;10:49:52.172;00:00:06.960;7;sell;-77;-85.26;-11;8.26;0;76691;76702;7;
7640um9;QcSi_1210;SiZ0;2020-11-10 10:49:45.211;2020-11-10;10:49:45.211;10:49:46.686;00:00:01.475;25;sell;50;20.5;2;29.5;0;76690;76688;25;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:49:47.852;2020-11-10;10:49:47.852;10:51:27.768;00:01:39.915;18;sell;18;-3.24;1;21.24;0;76696;76695;18;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:49:59.082;2020-11-10;10:49:59.082;10:50:03.572;00:00:04.489;15;sell;-45;-62.7;-3;17.7;0;76699;76702;15;
7666tya;VSAF_2110;AFZ0;2020-11-10 10:50:21.531;2020-11-10;10:50:21.531;10:50:30.114;00:00:08.582;49;buy;583;561.93;11.898;21.07;0;6470;6481.9;49;
7600112;VSAF_2610;AFZ0;2020-11-10 10:50:21.531;2020-11-10;10:50:21.531;10:50:30.114;00:00:08.582;46;buy;364;344.22;7.91304;19.78;0;6477;6484.91;46;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:50:23.324;2020-11-10;10:50:23.324;10:50:27.518;00:00:04.193;15;sell;210;192.3;14;17.7;0;76725;76711;15;
7640xt4;QcSi_M;SiZ0;2020-11-10 10:50:23.325;2020-11-10;10:50:23.325;10:51:27.768;00:01:04.443;24;sell;816;787.68;34;28.32;0;76726;76692;24;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:50:31.595;2020-11-10;10:50:31.595;10:51:27.819;00:00:56.223;15;buy;-165;-182.7;-11;17.7;0;76707;76696;15;
7640xt4;QcSi_M;SiZ0;2020-11-10 10:51:27.768;2020-11-10;10:51:27.768;10:51:28.013;00:00:00.244;28;buy;448;414.96;16;33.04;0;76688;76704;28;
7640um9;QcSi_2310_3;SiZ0;2020-11-10 10:51:27.768;2020-11-10;10:51:27.768;10:53:56.408;00:02:28.639;23;buy;920;892.86;40;27.14;0;76691;76731;23;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:51:28.011;2020-11-10;10:51:28.011;10:51:28.373;00:00:00.362;15;sell;60;42.3;4;17.7;0;76701;76697;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:51:28.011;2020-11-10;10:51:28.011;10:51:43.956;00:00:15.945;18;sell;140;118.76;7.77778;21.24;0;76701;76693.2;18;
7640xt4;QcSi_M;SiZ0;2020-11-10 10:51:28.373;2020-11-10;10:51:28.373;10:51:51.387;00:00:23.013;1;buy;-14;-15.18;-14;1.18;0;76695;76681;1;
7640um9;VSJP_1409_p;JPZ0;2020-11-10 10:51:31.032;2020-11-10;10:51:31.032;10:55:22.165;00:03:51.133;1;buy;28.9216;27.7516;4;1.17;0;104.95;104.99;1;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:51:37.458;2020-11-10;10:51:37.458;10:51:43.952;00:00:06.494;15;sell;45;27.3;3;17.7;0;76703;76700;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:51:43.956;2020-11-10;10:51:43.956;10:51:43.961;00:00:00.005;16;buy;40;21.12;2.5;18.88;0;76695;76697.5;16;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:51:43.961;2020-11-10;10:51:43.961;10:52:45.197;00:01:01.235;15;sell;780;762.3;52;17.7;0;76699;76647;15;
1N1EW;DFrdLKOH_1410;LKOH;2020-11-10 10:51:45.000;2020-11-10;10:51:45.000;10:51:45.000;00:00:00.000;15;buy;127.5;110.4657;17;17.0343;0;4727.5;4736;15;
1S3YN;RSLKOH_2810;LKOH;2020-11-10 10:51:45.000;2020-11-10;10:51:45.000;10:51:45.000;00:00:00.000;1;buy;3.5;2.36426;7;1.13574;0;4730.5;4734;1;
1D35T;DFrdLKOH_2810;LKOH;2020-11-10 10:51:45.000;2020-11-10;10:51:45.000;10:51:45.000;00:00:00.000;125;buy;812.5;670.5175;13;141.9825;0;4729.5;4736;125;
1D35T;DFrdLKOH_2810;LKOH;2020-11-10 10:51:45.000;2020-11-10;10:51:45.000;10:51:48.000;00:00:03.000;125;sell;750;607.92;12;142.08;0;4739;4733;125;
1D35T;DFrdLKOH_2810;LKOH;2020-11-10 10:51:48.000;2020-11-10;10:51:48.000;10:51:50.000;00:00:02.000;125;buy;437.5;295.5475;7;141.9525;0;4730;4733.5;125;
1S3YN;RSLKOH_2810;LKOH;2020-11-10 10:52:16.000;2020-11-10;10:52:16.000;10:52:21.000;00:00:05.000;52;sell;260;200.91968;10;59.08032;0;4736.5;4731.5;50;
7600112;FuYN_2209_p;YNZ0;2020-11-10 10:52:26.899;2020-11-10;10:52:26.899;10:53:19.883;00:00:52.984;12;sell;732;692.4;61;39.6;0;49938;49877;12;
7640um9;VSYN_3010;YNZ0;2020-11-10 10:52:26.899;2020-11-10;10:52:26.899;10:54:23.307;00:01:56.408;9;sell;288;258.3;32;29.7;0;49876;49844;9;
7600112;VSAF_2610;AFZ0;2020-11-10 10:52:36.097;2020-11-10;10:52:36.097;10:52:43.335;00:00:07.238;36;buy;500;484.52;13.8889;15.48;0;6485;6498.89;36;
7600711;VSTT_3010;TTZ0;2020-11-10 10:52:36.565;2020-11-10;10:52:36.565;10:54:24.376;00:01:47.810;1;sell;-119;-122.22;-119;3.22;0;48052;48171;1;
7640um9;QcSi_2710_3;SiZ0;2020-11-10 10:53:11.264;2020-11-10;10:53:11.264;10:53:30.045;00:00:18.781;15;buy;405;387.3;27;17.7;0;76691;76718;15;
7640xt4;DFrdSi_2810_2;SiZ0;2020-11-10 10:53:30.045;2020-11-10;10:53:30.045;10:53:31.308;00:00:01.262;18;sell;180;158.76;10;21.24;0;76718;76708;18;
