Счет;Стратегия;Контракт;Время;Дата;Откр.;Закр.;Время;Лот;Напр.;Маржа;Прибыль;Пункты;Бирж. комис.;Брок. комис.;Вход;Выход;Макс. лот;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 00:59:48.832;2020-11-10;00:59:48.832;01:00:05.857;00:00:17.025;0.03;buy;-23.030505;-21.62112296;-1004;-1.40938203;0;15365.3;15355.3;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:24:08.608;2020-11-10;01:24:08.608;01:24:13.162;00:00:04.554;0.31;sell;16.118295;30.71896688;68;-14.60067188;0;15399.7;15399;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:24:13.162;2020-11-10;01:24:13.162;01:24:13.740;00:00:00.578;0.03;buy;21.76887375;23.18182658;949;-1.41295283;0;15394.5;15404;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:24:13.162;2020-11-10;01:24:13.162;01:24:13.740;00:00:00.578;0.02;buy;9.84837;10.79041323;644;-0.94204323;0;15397.2;15403.6;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:33:36.525;2020-11-10;01:33:36.525;01:33:45.160;00:00:08.635;0.31;buy;124.205685;138.73891619;524;-14.53323119;0;15325.6;15330.9;0.31;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:34:43.515;2020-11-10;01:34:43.515;01:34:49.987;00:00:06.472;0.02;sell;15.873615;16.81164165;1038;-0.93802665;0;15340;15329.6;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:34:58.210;2020-11-10;01:34:58.210;01:35:17.829;00:00:19.619;0.31;buy;41.2438725;55.77515008;174;-14.53127758;0;15325.3;15327;0.31;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:36:59.049;2020-11-10;01:36:59.049;01:37:01.922;00:00:02.873;0.31;buy;-41.00683875;-26.49507822;-173;-14.51176052;0;15306.4;15304.7;0.31;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 01:36:59.051;2020-11-10;01:36:59.051;01:40:56.267;00:03:57.216;0.18;buy;-840.2464125;-871.69247965;-6105;31.44606715;0;15301.1;15240;0.18;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 01:36:59.051;2020-11-10;01:36:59.051;01:37:11.129;00:00:12.078;0.12;buy;-184.519305;-205.54721048;-2011;21.02790548;0;15301.1;15281;0.057;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 01:36:59.051;2020-11-10;01:36:59.051;01:40:56.267;00:03:57.216;0.12;buy;-560.164275;-581.12832053;-6105;20.96404553;0;15301.1;15240;0.082;
b44530979;SaBTC_2210_2;BTCUSDT;2020-11-10 01:36:59.188;2020-11-10;01:36:59.188;01:37:00.702;00:00:01.514;0.07;buy;-1.8198075;1.45701205;-34;-3.27681955;0;15305.6;15305.3;0.07;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 01:37:08.589;2020-11-10;01:37:08.589;01:37:47.780;00:00:39.191;0.03;buy;-45.9233775;-51.17726421;-2002;5.25388671;0;15292;15272;0.03;
b44530979;FuBTC_0611_7;BTCUSDT;2020-11-10 01:37:08.591;2020-11-10;01:37:08.591;01:37:15.588;00:00:06.997;0.1;buy;-42.5896125;-37.91588424;-557;-4.67372825;0;15283.9;15278.3;0.1;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:37:08.675;2020-11-10;01:37:08.675;01:37:15.588;00:00:06.913;0.31;buy;-219.73028625;-205.23997268;-927;-14.49031356;0;15287.6;15278.3;0.31;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:37:17.513;2020-11-10;01:37:17.513;01:37:17.965;00:00:00.452;0.31;sell;-36.02913;-21.54139169;-152;-14.4877383;0;15279.5;15281;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:37:17.579;2020-11-10;01:37:17.579;01:37:17.965;00:00:00.386;0.03;sell;0.55053;1.95264962;24;-1.40211962;0;15281.2;15281;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:37:41.362;2020-11-10;01:37:41.362;01:38:05.168;00:00:23.806;0.03;buy;-15.9194925;-14.51842652;-694;-1.40106597;0;15273.1;15266.2;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:37:44.406;2020-11-10;01:37:44.406;01:38:05.168;00:00:20.762;0.31;buy;-114.2502675;-99.77329893;-482;-14.47696856;0;15271.3;15266.5;0.31;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:37:58.676;2020-11-10;01:37:58.676;01:38:00.668;00:00:01.992;0.02;buy;1.253985;2.18764029;82;-0.93365529;0;15262.9;15263.7;0.019;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:38:04.895;2020-11-10;01:38:04.895;01:38:05.168;00:00:00.273;0.02;buy;13.51857;14.45211289;884;-0.93354289;0;15257;15265.9;0.02;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:38:05.204;2020-11-10;01:38:05.204;01:38:06.966;00:00:01.762;0.013;sell;-1.18287487;-0.57595301;-119;-0.60692185;0;15263.9;15265.1;0.013;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:38:07.604;2020-11-10;01:38:07.604;01:38:20.179;00:00:12.575;0.03;sell;-48.79072125;-47.38911774;-2127;-1.4016035;0;15264.9;15286.1;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:38:41.527;2020-11-10;01:38:41.527;01:38:59.494;00:00:17.967;0.03;buy;-4.1748525;-2.77286439;-182;-1.4019881;0;15280.6;15278.8;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:38:41.527;2020-11-10;01:38:41.527;01:38:42.432;00:00:00.905;0.02;buy;5.62764;6.56248505;368;-0.93484505;0;15280.9;15284.6;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:40:56.552;2020-11-10;01:40:56.552;01:40:58.813;00:00:02.261;0.31;buy;12.56278875;27.00531554;53;-14.44252679;0;15232.3;15232.8;0.31;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 01:40:56.552;2020-11-10;01:40:56.552;01:41:09.835;00:00:13.283;0.03;buy;14.01557625;15.41356078;611;-1.39798453;0;15233;15239.1;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:40:59.731;2020-11-10;01:40:59.731;01:41:02.868;00:00:03.137;0.03;buy;15.34602375;16.7438133;669;-1.39778955;0;15230.6;15237.3;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:41:09.835;2020-11-10;01:41:09.835;01:41:11.865;00:00:02.030;0.31;sell;-61.39174125;-46.94053825;-259;-14.45120299;0;15240.4;15243;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:41:09.925;2020-11-10;01:41:09.925;01:41:22.656;00:00:12.731;0.03;sell;-37.344285;-35.94518182;-1628;-1.39910317;0;15240.1;15256.4;0.029;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:41:09.925;2020-11-10;01:41:09.925;01:41:11.865;00:00:01.940;0.02;sell;-4.8783075;-3.94599106;-319;-0.93231643;0;15239.8;15243;0.011;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:42:49.266;2020-11-10;01:42:49.266;01:42:51.824;00:00:02.558;0.02;sell;1.28457;2.21911455;84;-0.93454455;0;15278.2;15277.4;0.02;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:43:41.103;2020-11-10;01:43:41.103;01:43:57.959;00:00:16.856;0.03;buy;2.110365;3.51141414;92;-1.40104914;0;15269;15269.9;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:48:56.392;2020-11-10;01:48:56.392;01:49:47.682;00:00:51.290;0.03;buy;-61.13176875;-59.72957878;-2665;-1.40218996;0;15295.2;15268.6;0.03;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 01:49:20.300;2020-11-10;01:49:20.300;01:50:29.379;00:01:09.079;0.03;buy;14.01557625;15.41675538;611;-1.40117913;0;15267.8;15273.9;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:51:48.440;2020-11-10;01:51:48.440;01:51:53.345;00:00:04.905;0.03;sell;-2.477385;-1.07135355;-108;-1.40603144;0;15323.2;15324.3;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:55:54.615;2020-11-10;01:55:54.615;01:55:57.494;00:00:02.879;0.31;buy;212.61927375;227.04611884;897;-14.42684509;0;15211.5;15220.5;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:55:55.216;2020-11-10;01:55:55.216;01:55:55.507;00:00:00.291;0.03;buy;9.6801525;11.07617806;422;-1.39602556;0;15212.6;15216.8;0.03;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 01:55:55.328;2020-11-10;01:55:55.328;01:55:55.507;00:00:00.179;0.12;buy;56.062305;61.64602341;611;-5.58371841;0;15210.6;15216.7;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 01:55:55.328;2020-11-10;01:55:55.328;01:55:55.507;00:00:00.179;0.12;buy;56.062305;61.64602341;611;-5.58371841;0;15210.6;15216.7;0.12;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:55:55.702;2020-11-10;01:55:55.702;01:55:56.256;00:00:00.554;0.03;sell;0;1.39621901;0;-1.39621901;0;15216.8;15216.8;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:55:59.834;2020-11-10;01:55:59.834;01:56:02.311;00:00:02.477;0.03;buy;-0.11469375;1.28363486;-5;-1.39832861;0;15239.9;15239.8;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:56:07.026;2020-11-10;01:56:07.026;01:56:11.713;00:00:04.687;0.03;buy;3.60138375;4.99906166;157;-1.39767791;0;15231.9;15233.5;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 01:56:25.149;2020-11-10;01:56:25.149;01:56:32.258;00:00:07.109;0.31;buy;61.86580875;76.28694515;261;-14.4211364;0;15208.7;15211.3;0.182;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:56:25.149;2020-11-10;01:56:25.149;01:56:32.258;00:00:07.109;0.03;buy;5.29885125;6.69445856;231;-1.39560731;0;15209;15211.3;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:56:25.149;2020-11-10;01:56:25.149;01:56:29.461;00:00:04.312;0.02;buy;6.881625;7.81211474;450;-0.93048974;0;15209.3;15213.8;0.02;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:56:29.831;2020-11-10;01:56:29.831;01:56:33.111;00:00:03.280;0.02;buy;7.248645;8.17914239;474;-0.93049739;0;15209.3;15214;0.02;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:56:58.840;2020-11-10;01:56:58.840;01:57:07.936;00:00:09.096;0.011;sell;-5.86237987;-5.34954512;-697;-0.51283475;0;15239.8;15246.7;0.011;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 01:58:55.128;2020-11-10;01:58:55.128;01:59:00.829;00:00:05.701;0.03;sell;6.39991125;7.79769774;279;-1.39778649;0;15235.3;15232.5;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 01:58:55.128;2020-11-10;01:58:55.128;01:58:58.298;00:00:03.170;0.02;sell;0.1070475;1.03897015;7;-0.93192265;0;15235;15234.9;0.02;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 02:00:22.079;2020-11-10;02:00:22.079;02:00:31.611;00:00:09.532;0.12;sell;56.062305;61.6701955;611;-5.6078905;0;15282.6;15276.5;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 02:00:22.079;2020-11-10;02:00:22.079;02:00:31.611;00:00:09.532;0.12;sell;56.062305;61.6701955;611;-5.6078905;0;15282.6;15276.5;0.12;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 02:00:22.079;2020-11-10;02:00:22.079;02:00:25.019;00:00:02.940;0.03;sell;-0.642285;0.75968781;-28;-1.40197281;0;15279.4;15279.7;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 02:01:10.686;2020-11-10;02:01:10.686;02:01:15.891;00:00:05.205;0.03;buy;-7.86799125;-6.46841247;-343;-1.39957877;0;15255.2;15251.8;0.019;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 02:01:10.686;2020-11-10;02:01:10.686;02:01:19.379;00:00:08.693;0.02;buy;-1.804515;-0.87137353;-118;-0.93314146;0;15255.5;15254.3;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 02:04:24.963;2020-11-10;02:04:24.963;02:04:51.717;00:00:26.754;0.31;buy;-92.20612875;-77.73386798;-389;-14.47226076;0;15265.9;15262;0.31;
b44530979;QcBTC_0910_1;BTCUSDT;2020-11-10 02:04:25.040;2020-11-10;02:04:25.040;02:30:02.460;00:25:37.420;0.19;buy;435.83625;444.71693812;3000;-8.88068812;0;15267.2;15297.2;0.19;
d72086s1;FuBTC_0711;BTC-PERPETUAL;2020-11-10 02:06:48.433;2020-11-10;02:06:48.433;02:08:39.462;00:01:51.029;5000;buy;-127.10495374;-49.27490149;-10;77.83005224;0;15306;15301;5000;
d72085s6;SPBTC_0911_3;BTC-PERPETUAL;2020-11-10 02:06:48.433;2020-11-10;02:06:48.433;03:17:55.639;01:11:07.206;5000;buy;-1202.79343895;-1300.35488601;-94.344;-97.56144706;0;15304.5;15257.3;5000;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 02:43:13.119;2020-11-10;02:43:13.119;02:43:25.622;00:00:12.503;0.31;buy;-67.08055125;-52.58589538;-283;-14.49465586;0;15289;15286.1;0.31;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 03:00:39.863;2020-11-10;03:00:39.863;03:01:38.217;00:00:58.354;0.03;buy;-46.79505;-52.06070734;-2040;5.26565734;0;15326.6;15306.2;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:00:39.981;2020-11-10;03:00:39.981;03:00:51.426;00:00:11.445;0.03;buy;-27.0218475;-25.61584358;-1178;-1.40600391;0;15329.4;15317.6;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:10:05.608;2020-11-10;03:10:05.608;03:10:07.389;00:00:01.781;0.02;buy;0.12234;1.05618798;8;-0.93384798;0;15266.4;15266.5;0.02;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:10:13.738;2020-11-10;03:10:13.738;03:10:18.958;00:00:05.220;0.03;buy;3.1655475;4.56628697;138;-1.40073947;0;15265.5;15266.8;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:10:36.709;2020-11-10;03:10:36.709;03:10:46.374;00:00:09.665;0.02;sell;-9.9554175;-9.02210628;-651;-0.93331121;0;15254.4;15260.9;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 03:12:12.595;2020-11-10;03:12:12.595;03:12:15.996;00:00:03.401;0.31;buy;-50.0523525;-35.56183172;-211.161;-14.49052077;0;15284.2;15282.1;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:12:40.184;2020-11-10;03:12:40.184;03:13:01.875;00:00:21.691;0.03;buy;-9.1296225;-7.72806563;-398;-1.40155686;0;15277;15273;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:12:40.184;2020-11-10;03:12:40.184;03:13:01.546;00:00:21.362;0.02;buy;-9.9554175;-9.02110615;-651;-0.93431134;0;15277.3;15270.8;0.02;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 03:17:55.076;2020-11-10;03:17:55.076;03:18:01.330;00:00:06.254;0.18;buy;84.0934575;92.48807274;611;-8.39461524;0;15245.2;15251.3;0.18;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 03:17:55.076;2020-11-10;03:17:55.076;03:17:58.684;00:00:03.608;0.12;buy;56.062305;61.65802496;611;-5.59571996;0;15243.3;15249.4;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 03:17:55.076;2020-11-10;03:17:55.076;03:17:58.684;00:00:03.608;0.12;buy;56.062305;61.65802496;611;-5.59571996;0;15243.3;15249.4;0.12;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 03:17:55.076;2020-11-10;03:17:55.076;03:17:58.684;00:00:03.608;0.03;buy;14.01557625;15.4145265;611;-1.39895025;0;15243.5;15249.6;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 03:17:55.154;2020-11-10;03:17:55.154;03:17:55.979;00:00:00.825;0.31;buy;14.6960925;29.14659815;62;-14.45050565;0;15240.7;15241.3;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:17:55.172;2020-11-10;03:17:55.172;03:17:55.979;00:00:00.807;0.03;buy;-5.32179;-3.92321976;-232;-1.39857023;0;15243.6;15241.3;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:17:55.172;2020-11-10;03:17:55.172;03:17:55.978;00:00:00.806;0.02;buy;-4.006635;-3.07424592;-262;-0.93238907;0;15243.9;15241.3;0.02;
b44530979;SaBTC_1610_1;BTCUSDT;2020-11-10 03:17:55.173;2020-11-10;03:17:55.173;03:17:55.846;00:00:00.673;0.14;buy;-13.8091275;-7.28389191;-129;-6.52523558;0;15239.8;15238.5;0.14;
b44530979;SaBTC_2210_2;BTCUSDT;2020-11-10 03:17:55.173;2020-11-10;03:17:55.173;03:17:55.846;00:00:00.673;0.07;buy;-6.90456375;-3.64194634;-129;-3.2626174;0;15239.8;15238.5;0.07;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:29:12.260;2020-11-10;03:29:12.260;03:29:15.960;00:00:03.700;0.03;buy;-1.44514125;-0.04977097;-63;-1.39537027;0;15207.9;15207.3;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:29:12.260;2020-11-10;03:29:12.260;03:29:16.445;00:00:04.185;0.02;buy;2.1256575;3.05596603;139;-0.93030853;0;15207.9;15209.3;0.02;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 03:29:45.228;2020-11-10;03:29:45.228;03:30:09.206;00:00:23.978;0.18;buy;84.0934575;92.46055083;611;-8.36709333;0;15195.2;15201.3;0.18;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 03:29:45.228;2020-11-10;03:29:45.228;03:30:09.085;00:00:23.857;0.03;buy;14.01557625;15.41002439;611;-1.39444814;0;15194.5;15200.6;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:29:50.700;2020-11-10;03:29:50.700;03:29:56.379;00:00:05.679;0.03;buy;6.5604825;7.95412166;286;-1.39363916;0;15187.3;15190.1;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:29:50.700;2020-11-10;03:29:50.700;03:29:55.496;00:00:04.796;0.02;buy;0.6575775;1.58661446;43;-0.92903696;0;15187.6;15188;0.02;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 03:29:59.745;2020-11-10;03:29:59.745;03:30:00.694;00:00:00.949;0.03;buy;18.37393875;19.76815979;801;-1.39422104;0;15191;15199;0.03;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 03:29:59.745;2020-11-10;03:29:59.745;03:30:00.580;00:00:00.835;0.02;buy;6.7439925;7.67338118;441;-0.92938868;0;15191.3;15195.8;0.02;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 04:15:35.572;2020-11-10;04:15:35.572;04:15:36.609;00:00:01.037;0.31;sell;68.97682125;83.54334574;291;-14.56652449;0;15364.8;15361.9;0.31;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 04:20:31.546;2020-11-10;04:20:31.546;04:20:42.891;00:00:11.345;0.31;buy;-281.1220275;-266.57676569;-1186;-14.5452618;0;15346.9;15335;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 04:20:31.586;2020-11-10;04:20:31.586;04:20:33.753;00:00:02.167;0.017;sell;12.80364562;13.6017329;985;-0.79808728;0;15354.4;15344.5;0.017;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 04:20:31.586;2020-11-10;04:20:31.586;04:20:31.685;00:00:00.099;0.02;sell;9.5272275;10.46624664;623;-0.93901914;0;15354.1;15347.9;0.02;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 04:20:38.590;2020-11-10;04:20:38.590;04:20:43.171;00:00:04.581;0.03;buy;14.01557625;15.42267893;611;-1.40710268;0;15332.4;15338.5;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 04:20:38.650;2020-11-10;04:20:38.650;04:20:42.891;00:00:04.241;0.001;buy;0.15368962;0.20058713;201;-0.0468975;0;15333;15335;0.001;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 05:00:05.091;2020-11-10;05:00:05.091;05:00:06.079;00:00:00.988;0.03;sell;-0.48171375;0.93126737;-21;-1.41298112;0;15399.4;15399.6;0.03;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 05:04:35.482;2020-11-10;05:04:35.482;05:04:36.425;00:00:00.943;0.03;sell;0.80285625;2.21718846;35;-1.41433221;0;15414.4;15414;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 05:18:01.746;2020-11-10;05:18:01.746;05:18:17.960;00:00:16.214;0.31;buy;-142.45728375;-127.88227344;-601;-14.5750103;0;15375.3;15369.3;0.31;
b44530979;FuBTC_0811_2;BTCUSDT;2020-11-10 05:39:15.769;2020-11-10;05:39:15.769;05:39:42.253;00:00:26.484;0.001;buy;-0.86020312;-0.81321538;-1125;-0.04698773;0;15368.9;15357.7;0.001;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 06:06:46.605;2020-11-10;06:06:46.605;06:06:47.918;00:00:01.313;0.31;buy;-129.18339375;-114.65067255;-545;-14.53272119;0;15330.4;15325;0.31;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 06:08:32.696;2020-11-10;06:08:32.696;06:08:33.314;00:00:00.618;0.03;buy;-7.3862775;-5.98333666;-322;-1.40294083;0;15291.7;15288.5;0.029;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 06:12:20.112;2020-11-10;06:12:20.112;06:12:23.199;00:00:03.087;0.12;sell;56.062305;61.67952163;611;-5.61721663;0;15308;15301.9;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 06:12:20.112;2020-11-10;06:12:20.112;06:12:23.199;00:00:03.087;0.12;sell;56.062305;61.67952163;611;-5.61721663;0;15308;15301.9;0.12;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 06:12:20.112;2020-11-10;06:12:20.112;06:12:23.199;00:00:03.087;0.03;sell;14.01557625;15.419768;611;-1.40419175;0;15306.8;15300.7;0.03;
d72085s8;SaBTC_0911_3;BTC-PERPETUAL;2020-11-10 06:18:54.355;2020-11-10;06:18:54.355;06:19:25.143;00:00:30.788;5000;sell;266.24879714;343.98358616;21;77.73478902;0;15328.5;15318;5000;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 06:40:26.620;2020-11-10;06:40:26.620;06:40:37.493;00:00:10.873;0.31;sell;-183.22708875;-168.7267823;-773;-14.50030644;0;15289.6;15297.4;0.31;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 06:40:36.745;2020-11-10;06:40:36.745;06:40:37.538;00:00:00.793;0.03;sell;14.01557625;15.41931993;611;-1.40374368;0;15301.9;15295.8;0.03;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 07:33:17.085;2020-11-10;07:33:17.085;08:28:56.262;00:55:39.177;0.18;sell;-844.237755;-876.11562729;-6134;31.87787229;0;15371.5;15432.9;0.18;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 07:33:17.085;2020-11-10;07:33:17.085;07:35:17.563;00:02:00.478;0.12;sell;-192.86901;-214.06042748;-2102;21.19141748;0;15373.3;15394.3;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 07:33:17.085;2020-11-10;07:33:17.085;07:51:02.981;00:17:45.896;0.12;sell;56.062305;61.70348421;611;-5.64117921;0;15373.3;15367.2;0.12;
b44530979;Wolf_2910_1;BTCUSDT;2020-11-10 07:33:57.222;2020-11-10;07:33:57.222;07:39:19.612;00:05:22.390;0.001;buy;1.17599325;0.99966231;1538;0.17633093;0;15376.1;15391.5;0.001;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 07:40:20.947;2020-11-10;07:40:20.947;07:40:22.159;00:00:01.212;0.12;sell;56.062305;61.7197172;611;-5.6574122;0;15417.5;15411.4;0.12;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 07:40:20.947;2020-11-10;07:40:20.947;07:40:21.400;00:00:00.453;0.31;sell;-6.636945;7.97956074;-28;-14.61650574;0;15415.9;15416.2;0.31;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 07:40:20.947;2020-11-10;07:40:20.947;07:40:20.995;00:00:00.048;0.03;sell;14.01557625;15.42997269;611;-1.41439644;0;15418;15411.9;0.03;
b44530979;FuBTC_0211_2;BTCUSDT;2020-11-10 08:05:06.355;2020-11-10;08:05:06.355;08:05:13.854;00:00:07.499;0.31;buy;9.71838375;24.29007558;41;-14.57169183;0;15368.6;15369;0.31;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 08:29:12.309;2020-11-10;08:29:12.309;08:29:15.832;00:00:03.523;0.18;sell;84.0934575;92.59409335;611;-8.50063585;0;15443.9;15437.8;0.18;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 08:29:12.309;2020-11-10;08:29:12.309;08:29:15.571;00:00:03.262;0.12;sell;56.062305;61.73007863;611;-5.66777363;0;15445.7;15439.6;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 08:29:12.309;2020-11-10;08:29:12.309;08:29:15.571;00:00:03.262;0.12;sell;56.062305;61.73007863;611;-5.66777363;0;15445.7;15439.6;0.12;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 08:29:12.309;2020-11-10;08:29:12.309;08:29:15.816;00:00:03.507;0.03;sell;14.01557625;15.43235832;611;-1.41678207;0;15444;15437.9;0.03;
b44530979;QcBTC_2910_6;BTCUSDT;2020-11-10 08:29:16.287;2020-11-10;08:29:16.287;08:29:16.884;00:00:00.597;0.18;sell;107.35335;115.85372894;780;-8.50037894;0;15444.3;15436.5;0.18;
b44530979;QcBTC_2910_3;BTCUSDT;2020-11-10 08:31:20.481;2020-11-10;08:31:20.481;08:31:52.026;00:00:31.545;0.12;buy;-198.39495487;-219.56297635;-2162.23;21.16802148;0;15404.6;15383;0.12;
b44530979;QcBTC_2910_1;BTCUSDT;2020-11-10 08:31:20.481;2020-11-10;08:31:20.481;08:36:07.126;00:04:46.645;0.12;buy;-553.46616;-574.57382045;-6032;21.10766045;0;15404.6;15344.3;0.12;
b44530979;QcBTC_0811_1;BTCUSDT;2020-11-10 08:31:20.481;2020-11-10;08:31:20.481;08:31:52.593;00:00:32.112;0.03;buy;-46.35921375;-51.65124378;-2021;5.29203003;0;15403.1;15382.9;0.017;
b44530979;FuBTC_0811_3;BTCUSDT;2020-11-10 08:31:20.564;2020-11-10;08:31:20.564;08:31:30.423;00:00:09.859;0.03;buy;-9.74896875;-8.33579723;-425;-1.41317151;0;15403.7;15399.5;0.03;
